"ids","error","source","code","solution"
122,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","
                                           result = lvalInt >>> rvalInt;
           break;
         default:
           throw new AssertionError(""Unknown shift operator: "" +
","
                                           long lvalLong = lvalInt & 0xffffffffL;
          result = lvalLong >>> rvalInt;
           break;
         default:
           throw new AssertionError(""Unknown shift operator: "" +
"
123,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/TypeCheck.java","
     Node parameter = null;
     Node argument = null;
     while (arguments.hasNext() &&
           parameters.hasNext()) {
                       parameter = parameters.next();
       argument = arguments.next();
       ordinal++;
 
","
     Node parameter = null;
     Node argument = null;
     while (arguments.hasNext() &&
           (parameters.hasNext() ||
            parameter != null && parameter.isVarArgs())) {
                    if (parameters.hasNext()) {
         parameter = parameters.next();
      }
       argument = arguments.next();
       ordinal++;
 
"
124,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/CommandLineRunner.java","
     for (FormattingOption formattingOption : flags.formatting) {
       formattingOption.applyToOptions(options);
     }
    if (flags.process_closure_primitives) {
      options.closurePass = true;
    }
 
     initOptionsFromFlags(options);
     return options;
   }
","
     for (FormattingOption formattingOption : flags.formatting) {
       formattingOption.applyToOptions(options);
     }
 
    options.closurePass = flags.process_closure_primitives;
     initOptionsFromFlags(options);
     return options;
   }
"
125,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/CheckGlobalThis.java","
                          }
 
     if (parent != null && parent.getType() == Token.ASSIGN) {

     }
 
         return false;
   }
 
","
                           int pType = parent.getType();
      if (!(pType == Token.BLOCK ||
            pType == Token.SCRIPT ||
            pType == Token.NAME ||
            pType == Token.ASSIGN)) {
        return false;
      }
     }
 
     if (parent != null && parent.getType() == Token.ASSIGN) {

     }
 
         return parent != null && NodeUtil.isGet(parent);
   }
 
"
126,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/ReferenceCollectingCallback.java","
     boolean isAssignedOnceInLifetime() {
       Reference ref = getOneAndOnlyAssignment();
       if (ref == null) {
         return false;
       }
 
        
       return true;
     }
     public String getSourceName() {
       return sourceName;
     }
   }
 
  
   static final class BasicBlock {
 
     private final BasicBlock parent;
 
     private final boolean isHoisted;
 
 
 
   
     BasicBlock(BasicBlock parent, Node root) {
       this.parent = parent;
 
              this.isHoisted = NodeUtil.isHoistedFunctionDeclaration(root);
 
 
     }
 
","
     boolean isAssignedOnceInLifetime() {
       Reference ref = getOneAndOnlyAssignment();
       if (ref == null) {
         return false;
       }
 
             for (BasicBlock block = ref.getBasicBlock();
           block != null; block = block.getParent()) {
        if (block.isFunction) {
          break;
        } else if (block.isLoop) {
          return false;
        }
      }
 
       return true;
     }
     public String getSourceName() {
       return sourceName;
     }
   }   static final class BasicBlock {
 
     private final BasicBlock parent;
 
     private final boolean isHoisted;
 
    private final boolean isFunction;
 
 
    private final boolean isLoop;
      BasicBlock(BasicBlock parent, Node root) {
       this.parent = parent;
 
              this.isHoisted = NodeUtil.isHoistedFunctionDeclaration(root);
 
      this.isFunction = root.getType() == Token.FUNCTION;
 
      if (root.getParent() != null) {
        int pType = root.getParent().getType();
        this.isLoop = pType == Token.DO ||
            pType == Token.WHILE ||
            pType == Token.FOR;
      } else {
        this.isLoop = false;
      }
     }
 
"
127,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/CheckGlobalThis.java","
       JSDocInfo jsDoc = getFunctionJsDocInfo(n);
       if (jsDoc != null &&
           (jsDoc.isConstructor() ||
            jsDoc.hasThisType() ||
            jsDoc.isOverride())) {
         return false;

       } else {
                             if (lhs.getType() == Token.GETPROP &&
               lhs.getLastChild().getString().equals(""prototype"")) {
             return false;
           }
          if (lhs.getQualifiedName() != null && lhs.getQualifiedName().contains("".prototype."")) {
             return false;
           }
       }
     }
 
","
       JSDocInfo jsDoc = getFunctionJsDocInfo(n);
       if (jsDoc != null &&
           (jsDoc.isConstructor() ||
           jsDoc.isInterface() ||
            jsDoc.hasThisType() ||
            jsDoc.isOverride())) {
         return false;

       } else {
                          if (NodeUtil.isGet(lhs)) {
           if (lhs.getType() == Token.GETPROP &&
               lhs.getLastChild().getString().equals(""prototype"")) {
             return false;
           }
          Node llhs = lhs.getFirstChild();
          if (llhs.getType() == Token.GETPROP &&
              llhs.getLastChild().getString().equals(""prototype"")) {
             return false;
           }
        }
       }
     }
 
"
128,"junit.framework.AssertionFailedError","/src/com/google/javascript/rhino/jstype/UnionType.java","
       builder.addAlternate(that);
     }
     JSType result = builder.build();
    if (result != null) {
       return result;
     } else if (this.isObject() && that.isObject()) {
       return getNativeType(JSTypeNative.NO_OBJECT_TYPE);
","
       builder.addAlternate(that);
     }
     JSType result = builder.build();
    if (!result.isNoType()) {
       return result;
     } else if (this.isObject() && that.isObject()) {
       return getNativeType(JSTypeNative.NO_OBJECT_TYPE);
"
129,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/FoldConstants.java","
 
     String joinString = NodeUtil.getStringValue(right);
     List<Node> arrayFoldedChildren = Lists.newLinkedList();
    StringBuilder sb = new StringBuilder();
     int foldedSize = 0;
     Node elem = arrayNode.getFirstChild();
          while (elem != null) {
       if (NodeUtil.isImmutableValue(elem)) {
        if (sb.length() > 0) {
           sb.append(joinString);
         }
         sb.append(NodeUtil.getStringValue(elem));
       } else {
        if (sb.length() > 0) {
                      foldedSize += sb.length() + 2;
           arrayFoldedChildren.add(Node.newString(sb.toString()));
          sb = new StringBuilder();
         }
         foldedSize += InlineCostEstimator.getCost(elem);
         arrayFoldedChildren.add(elem);

       elem = elem.getNext();
     }
 
    if (sb.length() > 0) {
              foldedSize += sb.length() + 2;
       arrayFoldedChildren.add(Node.newString(sb.toString()));
","
 
     String joinString = NodeUtil.getStringValue(right);
     List<Node> arrayFoldedChildren = Lists.newLinkedList();
    StringBuilder sb = null;
     int foldedSize = 0;
     Node elem = arrayNode.getFirstChild();
          while (elem != null) {
       if (NodeUtil.isImmutableValue(elem)) {
        if (sb == null) {
          sb = new StringBuilder();
        } else {
           sb.append(joinString);
         }
         sb.append(NodeUtil.getStringValue(elem));
       } else {
        if (sb != null) {
                      foldedSize += sb.length() + 2;
           arrayFoldedChildren.add(Node.newString(sb.toString()));
          sb = null;
         }
         foldedSize += InlineCostEstimator.getCost(elem);
         arrayFoldedChildren.add(elem);

       elem = elem.getNext();
     }
 
    if (sb != null) {
              foldedSize += sb.length() + 2;
       arrayFoldedChildren.add(Node.newString(sb.toString()));
"
130,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/GlobalNamespace.java","
                      
       if (isClassOrEnum) {
         return true;

    if (parseDocumentation) {
     populated = true;
    }
     return currentInfo.documentBlock(description);
   }
 
","
                           Preconditions.checkNotNull(declaration);
      if (declaration.getTwin() != null) {
        return false;
      }
 
       if (isClassOrEnum) {
         return true;

     populated = true;
     return currentInfo.documentBlock(description);
   }
 
"
131,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/Normalize.java","
   @Override
   public void process(Node externs, Node root) {
     NodeTraversal.traverse(compiler, root, this);
     if (MAKE_LOCAL_NAMES_UNIQUE) {
       MakeDeclaredNamesUnique renamer = new MakeDeclaredNamesUnique();
       NodeTraversal t = new NodeTraversal(compiler, renamer);
       t.traverseRoots(externs, root);
     }
    removeDuplicateDeclarations(root);
     new PropogateConstantAnnotations(compiler, assertOnChange)
         .process(externs, root);
   }
","
   @Override
   public void process(Node externs, Node root) {
     NodeTraversal.traverse(compiler, root, this);
    removeDuplicateDeclarations(root);
     if (MAKE_LOCAL_NAMES_UNIQUE) {
       MakeDeclaredNamesUnique renamer = new MakeDeclaredNamesUnique();
       NodeTraversal t = new NodeTraversal(compiler, renamer);
       t.traverseRoots(externs, root);
     }
     new PropogateConstantAnnotations(compiler, assertOnChange)
         .process(externs, root);
   }
"
132,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/ControlFlowAnalysis.java","
       case Token.ASSIGN:
       case Token.INC:
       case Token.DEC:
         return true;
       case Token.FUNCTION:
         return false;

       }
                                                return foundType;
     }
 
","
       case Token.ASSIGN:
       case Token.INC:
       case Token.DEC:
      case Token.INSTANCEOF:
         return true;
       case Token.FUNCTION:
         return false;

       }
                    if (foundType == null) {
        ObjectType maybeType = ObjectType.cast(
            registry.getGreatestSubtypeWithProperty(type, field));
                                   if (maybeType != null && maybeType.hasOwnProperty(field)) {
          foundType = maybeType;
        }
      }
       return foundType;
     }
 
"
